date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-12-20 00:00:00,14.1,12.1,15.6,32.4,,,8.8,20.4,1013.8,72
2025-12-21 00:00:00,14,12.7,15.9,11.1,,,6,42.6,1007.4,273
2025-12-22 00:00:00,11.3,7.8,14.8,10.4,,,11.4,48.2,1004.1,24
2025-12-23 00:00:00,8.9,6.1,12.3,3.8,,,10.8,50,1004.5,250
2025-12-24 00:00:00,9.1,4.6,13.5,7.4,,,10.6,27.8,1005.2,214
2025-12-25 00:00:00,11.1,6.9,14,15.6,,,14,33.3,1008.6,214
2025-12-26 00:00:00,11.9,9.5,14.9,7.5,,,9.6,29.6,1011.2,30
2025-12-27 00:00:00,11.5,9.7,14.1,7.9,,,11.5,31.5,1016.9,146
2025-12-28 00:00:00,12,8.2,15.4,0.1,,,10.8,22.2,1018.2,268
2025-12-29 00:00:00,11.4,8,14.8,0.5,,,10.9,16.7,1017.6,293
2025-12-30 00:00:00,10.8,7.2,15.3,0.1,,,9.1,24.1,1016.8,375
2025-12-31 00:00:00,9.8,6.8,12.1,0,,,18.2,35.2,1017.4,358
